ประทับเวลา,คณะที่เรียน,สาขาที่เรียน (หากสะดวกให้ข้อมูล),  เพศ,ชั้นปีการศึกษา,ยินยอมในการใช้และเก็บรักษา ข้อมูลส่วนบุคคลของท่าน,ส่วนที่ 1 : ทางกายภาพ [ปวดหัว],ส่วนที่ 1 : ทางกายภาพ [มีปัญหาในการนอน],ส่วนที่ 1 : ทางกายภาพ [วิตกกังวลมากกว่าปกติ],ส่วนที่ 1 : ทางกายภาพ [ปวดท้องหรือคลื่นไส้],ส่วนที่ 1 : ทางกายภาพ [เหนื่อยล้าหรืออ่อนเพลียเป็นประจำ],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกผิดเมื่อไม่สามารถทำตามความหวังของพ่อแม่ให้เป็นจริงได้],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าการเข้ากับเพื่อนในห้องเรียนเป็นเรื่องที่ยาก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าเสียสมาธิเมื่อทะเลาะกับคนรัก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [ไม่ได้รับการสนับสนุนจากคุณครูหรืออาจารย์],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกท้อต่อการจัดการ การบริหารงานของคณะที่เรียนอยู่],ส่วนที่ 3 : ทางการศึกษา [การใช้จ่ายในมหาวิทยาลัยทำให้มีปัญหาการเงิน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกกังวลในการนำเสนอในชั้นเรียน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดเมื่อต้องนั่งทำข้อสอบ],ส่วนที่ 3 : ทางการศึกษา [สนใจในเนื้อหาที่เรียนลดลง],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดในการรับมือกับวิชาที่ยากหรือไม่ถนัด],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกตึงเครียดเนื่องจากสภาพที่อยู่อาศัยที่แย่],ส่วนที่ 4 : ทางสภาพเเวดล้อม [เสียงรอบข้างทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [สภาพความเป็นอยู่ที่ไม่เป็นระเบียบทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [ความเบียดเสียดวุ่นวายทำให้รู้สึกไม่สบาย],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกกลัวกับการอยู่ในที่ที่ไม่คุ้นเคย],ส่วนที่ 1 [ไตร่ตรองเกี่ยวกับทางเลือกต่างๆอย่างถี่ถ้วน],ส่วนที่ 1 [ลองแก้ไขปัญหาด้วยวิธีที่หลากหลาย จนกว่าจะเจอวิธีที่ตอบโจทย์มากที่สุด],ส่วนที่ 1 [ใช้สมาธิหรือความสนใจทั้งหมดมุ่งไปที่การแก้ไขปัญหา],ส่วนที่ 1 [พยายามแก้ไขปัญหา],ส่วนที่ 1 [วางแผนการกระทำอย่างรอบคอบแทนที่จะทำตามแรงกดดันของสถานการณ์],ส่วนที่ 2 [บอกเล่าความรู้สึกให้เพื่อนรู้],ส่วนที่ 2 [ยอมรับความเข้าใจและความเห็นอกเห็นใจจากคนอื่น],ส่วนที่ 2 [ไว้ใจเพื่อนหรือญาติในการพูดคุยเกี่ยวกับความกังวลหรือความกลัว],ส่วนที่ 2 [พูดคุยปัญหาที่เกิดขึ้นกับคนอื่น ๆ เพื่อที่นำมาสู่แนวทางการแก้ไขปัญหานั้น],ส่วนที่ 2 [พบใครบางคน (เพื่อนหรือผู้เชี่ยวชาญ) เพื่อช่วยให้รู้สึกดีขึ้น],ส่วนที่ 3 [นำตัวเองหนีห่างออกจากปัญหา],ส่วนที่ 3 [ใช้เวลาคนเดียวอยู่บ่อยๆ],ส่วนที่ 3 [หลีกเลี่ยงการอยู่กับผู้คนในชีวิตประจำวัน],ส่วนที่ 3 [ปล่อยให้ตัวเองหมกมุ่นอยู่กับกีฬาหรืองานอดิเรกเพื่อที่จะหลีกเลี่ยงปัญหาที่เกิดขึ้น],ส่วนที่ 3 [นอนมากกว่าปกติ],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 2],รายละเอียด ปัญหา ของความเครียดหรือวิธีการจัดการความเครียด (หากไม่ประสงค์ตอบสามารถข้ามคำถามได้),บอกเราหน่อยได้ไหมว่าจากการเรียนที่ผ่าน คิดว่าคณะนี้เหมาะสมกับตัวเองหรือไม่,ระบายความเครียดมาเลยเราจะรับฟังไว้เอง❤️
"25/10/2023, 15:28:45",พาณิชยศาสตร์และการบัญชี,บัญชี,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,ตลอดเวลา,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,ตลอดเวลา,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,ไม่ชอบสิ่งที่เรียน ไม่รู้จะทำงานอะไร กลัวว่าเราจะทำได้ไม่ดีเท่าคนอื่น กลัวว่าในอนาคตจะไม่ประสบความสำเร็จ
"25/10/2023, 16:42:51",พาณิชยศาสตร์และการบัญชี,บัญชี,ไม่ต้องการระบุ,ปี 1,ยินยอม,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,,,เหมาะสม,
"30/10/2023, 9:39:01",พาณิชยศาสตร์และการบัญชี,การขนส่งระหว่างประเทศ,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,บ่อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,ไม่เลย,ไม่เลย,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 20:39:25",แพทยศาสตร์,แพทยศาสตร์บัณฑิต,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางกายภาพ,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 22:10:58",แพทยศาสตร์,-,ชาย,ปี 4,ยินยอม,บ่อย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางสภาพเเวดล้อม,ทางสภาพเเวดล้อม,,,,,-,เหมาะสม,-
"25/10/2023, 15:25:01",รัฐศาสตร์,-,หญิง,ปี 1,ยินยอม,บ่อย,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,ทางกายภาพ,,,,,,,,,,,,,ยังตอบไม่ได้ บางครั้งก็คิดว่าเหมาะแล้ว แต่บางครั้งก็รู้สึกว่าคณะนี้จะเหมาะกับเราจริง ๆ หรอ กำลังหาคำตอบอยู่ค่ะ ,
"25/10/2023, 12:46:20",รัฐศาสตร์,การเมืองการปกครอง,หญิง,ปี 4,ยินยอม,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,บ่อย,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,บ่อย,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางความสัมพันธ์ระหว่างบุคคล,ทางกายภาพ,ทางกายภาพ,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,เหมาะสม,เครียดเรื่องเรียน ไม่มีสมาธิ ไม่อยากทำอะไร ไม่อยากทำงานเดี่ยว งานกลุ่ม แต่ก็ไม่อยากถูกมองว่าไม่มีความรับผิดชอบ ทำได้อย่างเดียวคือแกล้งเข้าไปมีส่วนร่วมในงานและทำส่งแบบลวกๆทั้งที่รู้อยู่แก่ใจว่าตัวเองทำได้ดีกว่านี้ แต่ต้องทำส่งไปงั้นทั้งที่เครียดและกังวลจนอยากจะอ้วก ผลลัพธ์ที่ออกมาก็แย่ตามคาด แต่ก็รอดไปได้ วิตกจนเรียนเสียไม่พอ พอเรียนเสียแล้วก็วิตกเพราะผลการเรียนอีกว่าจะจบไหม เหมือนใช้ชีวิตไปวันๆ เรียนเสร็จก็กลับไปนอน ไม่สะดวกใจที่จะออกไปเจอเพื่อนทั้งที่เหงามากๆ เจอปัญหาสุขภาพ 108 อย่าง ต้องหาวันไปหาหมอทั้งที่เรียนเฉยๆก็ยุ่งจะตาย นอนอยู่เฉยๆก็วิตกขึ้นมา จะเป็นนั่นเป็นนี่รึเปล่าจนต้องแชทไปเล่าให้เพื่อนฟัง แต่ก็เกรงใจเพราะเพื่อนก็คงมีปัญหาของตัวเอง แต่แค่นี้ก็เก็บไว้คนเดียวจนไม่รู้จะเก็บยังไง
"25/10/2023, 15:22:34",รัฐศาสตร์,การระหว่างประเทศ,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,,เหมาะสม,เครียดที่ทำฟอร์มนี้
"25/10/2023, 15:24:29",รัฐศาสตร์,การระหว่างประเทศ,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,ไม่เลย,ไม่เลย,มีบ้างเล็กน้อย,ไม่เลย,ทางการศึกษา,,,,,,,,,,,,ยังคงกังวลกับการสอบในแบบฉบับมหาลัย บางวิชาเป็นสอบ 100%,เหมาะสม,
"25/10/2023, 15:34:03",รัฐศาสตร์,การระหว่างประเทศ,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ทางกายภาพ,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:57:26",รัฐศาสตร์,การระหว่างประเทศ,ชาย,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,,,,-,เหมาะสม,สู้ๆนะครับ
"26/10/2023, 9:46:04",รัฐศาสตร์,การระหว่างประเทศ,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,ไม่เลย,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:25:40",รัฐศาสตร์,บริหารรัฐกิจ,ชาย,ปี 1,ยินยอม,ไม่เคย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,ทางกายภาพ,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:26:21",รัฐศาสตร์,บริหารรัฐกิจ,ชาย,ปี 1,ยินยอม,บ่อย,ตลอดเวลา,ตลอดเวลา,บ่อย,ตลอดเวลา,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,,เขียนชื่ออาจารย์ผิด,ไม่เหมาะสม,
